"Notes","Year","Year Code","County","County Code",Deaths,Population,Crude Rate
,"1999","1999","Albany County, NY","36001",149,294692,50.6
,"1999","1999","Allegany County, NY","36003",35,49997,70.0
,"1999","1999","Bronx County, NY","36005",269,1317895,20.4
,"1999","1999","Broome County, NY","36007",116,200881,57.7
,"1999","1999","Cattaraugus County, NY","36009",56,84050,66.6
,"1999","1999","Cayuga County, NY","36011",57,82034,69.5
,"1999","1999","Chautauqua County, NY","36013",89,140087,63.5
,"1999","1999","Chemung County, NY","36015",56,91284,61.3
,"1999","1999","Chenango County, NY","36017",17,51286,Unreliable
,"1999","1999","Clinton County, NY","36019",43,79875,53.8
,"1999","1999","Columbia County, NY","36021",34,63217,53.8
,"1999","1999","Cortland County, NY","36023",36,48734,73.9
,"1999","1999","Delaware County, NY","36025",24,48069,49.9
,"1999","1999","Dutchess County, NY","36027",106,277586,38.2
,"1999","1999","Erie County, NY","36029",384,952546,40.3
,"1999","1999","Essex County, NY","36031",30,38664,77.6
,"1999","1999","Franklin County, NY","36033",27,51061,52.9
,"1999","1999","Fulton County, NY","36035",29,55011,52.7
,"1999","1999","Genesee County, NY","36037",34,60554,56.1
,"1999","1999","Greene County, NY","36039",31,47975,64.6
,"1999","1999","Herkimer County, NY","36043",39,64462,60.5
,"1999","1999","Jefferson County, NY","36045",53,112081,47.3
,"1999","1999","Kings County, NY","36047",489,2447352,20.0
,"1999","1999","Lewis County, NY","36049",11,26914,Unreliable
,"1999","1999","Livingston County, NY","36051",22,64243,34.2
,"1999","1999","Madison County, NY","36053",34,69523,48.9
,"1999","1999","Monroe County, NY","36055",244,733679,33.3
,"1999","1999","Montgomery County, NY","36057",25,49918,50.1
,"1999","1999","Nassau County, NY","36059",370,1330815,27.8
,"1999","1999","New York County, NY","36061",406,1535624,26.4
,"1999","1999","Niagara County, NY","36063",124,220556,56.2
,"1999","1999","Oneida County, NY","36065",145,235412,61.6
,"1999","1999","Onondaga County, NY","36067",218,458575,47.5
,"1999","1999","Ontario County, NY","36069",41,99802,41.1
,"1999","1999","Orange County, NY","36071",111,336630,33.0
,"1999","1999","Orleans County, NY","36073",20,44183,45.3
,"1999","1999","Oswego County, NY","36075",78,122199,63.8
,"1999","1999","Otsego County, NY","36077",31,61629,50.3
,"1999","1999","Putnam County, NY","36079",24,94647,25.4
,"1999","1999","Queens County, NY","36081",408,2208975,18.5
,"1999","1999","Rensselaer County, NY","36083",101,152392,66.3
,"1999","1999","Richmond County, NY","36085",123,437814,28.1
,"1999","1999","Rockland County, NY","36087",90,285265,31.5
,"1999","1999","St. Lawrence County, NY","36089",80,112202,71.3
,"1999","1999","Saratoga County, NY","36091",76,198641,38.3
,"1999","1999","Schenectady County, NY","36093",74,146857,50.4
,"1999","1999","Schoharie County, NY","36095",25,31537,79.3
,"1999","1999","Seneca County, NY","36099",20,33231,60.2
,"1999","1999","Steuben County, NY","36101",75,98458,76.2
,"1999","1999","Suffolk County, NY","36103",411,1406161,29.2
,"1999","1999","Sullivan County, NY","36105",39,73341,53.2
,"1999","1999","Tioga County, NY","36107",29,51892,55.9
,"1999","1999","Tompkins County, NY","36109",28,96656,29.0
,"1999","1999","Ulster County, NY","36111",97,176526,54.9
,"1999","1999","Warren County, NY","36113",36,63031,57.1
,"1999","1999","Washington County, NY","36115",31,61043,50.8
,"1999","1999","Wayne County, NY","36117",43,93790,45.8
,"1999","1999","Westchester County, NY","36119",296,918532,32.2
,"1999","1999","Wyoming County, NY","36121",18,43584,Unreliable
,"2000","2000","Albany County, NY","36001",144,294565,48.9
,"2000","2000","Allegany County, NY","36003",24,49927,48.1
,"2000","2000","Bronx County, NY","36005",282,1332650,21.2
,"2000","2000","Broome County, NY","36007",111,200536,55.4
,"2000","2000","Cattaraugus County, NY","36009",45,83955,53.6
,"2000","2000","Cayuga County, NY","36011",44,81963,53.7
,"2000","2000","Chautauqua County, NY","36013",107,139750,76.6
,"2000","2000","Chemung County, NY","36015",66,91070,72.5
,"2000","2000","Chenango County, NY","36017",24,51401,46.7
,"2000","2000","Clinton County, NY","36019",36,79894,45.1
,"2000","2000","Columbia County, NY","36021",59,63094,93.5
,"2000","2000","Cortland County, NY","36023",34,48599,70.0
,"2000","2000","Delaware County, NY","36025",16,48055,Unreliable
,"2000","2000","Dutchess County, NY","36027",91,280150,32.5
,"2000","2000","Erie County, NY","36029",422,950265,44.4
,"2000","2000","Essex County, NY","36031",19,38851,Unreliable
,"2000","2000","Franklin County, NY","36033",30,51134,58.7
,"2000","2000","Fulton County, NY","36035",41,55073,74.4
,"2000","2000","Genesee County, NY","36037",33,60370,54.7
,"2000","2000","Greene County, NY","36039",33,48195,68.5
,"2000","2000","Herkimer County, NY","36043",46,64427,71.4
,"2000","2000","Jefferson County, NY","36045",42,111738,37.6
,"2000","2000","Kings County, NY","36047",393,2465326,15.9
,"2000","2000","Lewis County, NY","36049",13,26944,Unreliable
,"2000","2000","Livingston County, NY","36051",24,64328,37.3
,"2000","2000","Madison County, NY","36053",29,69441,41.8
,"2000","2000","Monroe County, NY","36055",249,735343,33.9
,"2000","2000","Montgomery County, NY","36057",26,49708,52.3
,"2000","2000","Nassau County, NY","36059",365,1334544,27.4
,"2000","2000","New York County, NY","36061",274,1537195,17.8
,"2000","2000","Niagara County, NY","36063",111,219846,50.5
,"2000","2000","Oneida County, NY","36065",176,235469,74.7
,"2000","2000","Onondaga County, NY","36067",214,458336,46.7
,"2000","2000","Ontario County, NY","36069",56,100224,55.9
,"2000","2000","Orange County, NY","36071",122,341367,35.7
,"2000","2000","Orleans County, NY","36073",17,44171,Unreliable
,"2000","2000","Oswego County, NY","36075",67,122377,54.7
,"2000","2000","Otsego County, NY","36077",39,61676,63.2
,"2000","2000","Putnam County, NY","36079",18,95745,Unreliable
,"2000","2000","Queens County, NY","36081",389,2229379,17.4
,"2000","2000","Rensselaer County, NY","36083",91,152538,59.7
,"2000","2000","Richmond County, NY","36085",134,443728,30.2
,"2000","2000","Rockland County, NY","36087",74,286753,25.8
,"2000","2000","St. Lawrence County, NY","36089",64,111931,57.2
,"2000","2000","Saratoga County, NY","36091",71,200635,35.4
,"2000","2000","Schenectady County, NY","36093",67,146555,45.7
,"2000","2000","Schoharie County, NY","36095",14,31582,Unreliable
,"2000","2000","Schuyler County, NY","36097",15,19224,Unreliable
,"2000","2000","Seneca County, NY","36099",13,33342,Unreliable
,"2000","2000","Steuben County, NY","36101",54,98726,54.7
,"2000","2000","Suffolk County, NY","36103",447,1419369,31.5
,"2000","2000","Sullivan County, NY","36105",38,73966,51.4
,"2000","2000","Tioga County, NY","36107",19,51784,Unreliable
,"2000","2000","Tompkins County, NY","36109",24,96501,24.9
,"2000","2000","Ulster County, NY","36111",75,177749,42.2
,"2000","2000","Warren County, NY","36113",27,63303,42.7
,"2000","2000","Washington County, NY","36115",31,61042,50.8
,"2000","2000","Wayne County, NY","36117",41,93765,43.7
,"2000","2000","Westchester County, NY","36119",277,923459,30.0
,"2000","2000","Wyoming County, NY","36121",19,43424,Unreliable
,"2000","2000","Yates County, NY","36123",14,24621,Unreliable
,"2001","2001","Albany County, NY","36001",109,296232,36.8
,"2001","2001","Allegany County, NY","36003",38,50079,75.9
,"2001","2001","Bronx County, NY","36005",287,1346555,21.3
,"2001","2001","Broome County, NY","36007",123,200868,61.2
,"2001","2001","Cattaraugus County, NY","36009",45,83346,54.0
,"2001","2001","Cayuga County, NY","36011",48,81313,59.0
,"2001","2001","Chautauqua County, NY","36013",96,138730,69.2
,"2001","2001","Chemung County, NY","36015",71,90780,78.2
,"2001","2001","Chenango County, NY","36017",33,51109,64.6
,"2001","2001","Clinton County, NY","36019",30,80320,37.4
,"2001","2001","Columbia County, NY","36021",45,62953,71.5
,"2001","2001","Cortland County, NY","36023",30,48903,61.3
,"2001","2001","Delaware County, NY","36025",15,47771,Unreliable
,"2001","2001","Dutchess County, NY","36027",116,284712,40.7
,"2001","2001","Erie County, NY","36029",405,946515,42.8
,"2001","2001","Essex County, NY","36031",32,38893,82.3
,"2001","2001","Franklin County, NY","36033",27,50925,53.0
,"2001","2001","Fulton County, NY","36035",41,54904,74.7
,"2001","2001","Genesee County, NY","36037",24,60321,39.8
,"2001","2001","Greene County, NY","36039",24,47976,50.0
,"2001","2001","Herkimer County, NY","36043",37,64274,57.6
,"2001","2001","Jefferson County, NY","36045",43,111422,38.6
,"2001","2001","Kings County, NY","36047",443,2477252,17.9
,"2001","2001","Livingston County, NY","36051",20,65088,30.7
,"2001","2001","Madison County, NY","36053",23,69852,32.9
,"2001","2001","Monroe County, NY","36055",224,739891,30.3
,"2001","2001","Montgomery County, NY","36057",31,49472,62.7
,"2001","2001","Nassau County, NY","36059",401,1337086,30.0
,"2001","2001","New York County, NY","36061",330,1555729,21.2
,"2001","2001","Niagara County, NY","36063",101,218552,46.2
,"2001","2001","Oneida County, NY","36065",166,234247,70.9
,"2001","2001","Onondaga County, NY","36067",203,458576,44.3
,"2001","2001","Ontario County, NY","36069",54,100819,53.6
,"2001","2001","Orange County, NY","36071",126,347674,36.2
,"2001","2001","Orleans County, NY","36073",22,43898,50.1
,"2001","2001","Oswego County, NY","36075",65,122269,53.2
,"2001","2001","Otsego County, NY","36077",20,61924,32.3
,"2001","2001","Putnam County, NY","36079",21,97055,21.6
,"2001","2001","Queens County, NY","36081",383,2231316,17.2
,"2001","2001","Rensselaer County, NY","36083",87,152700,57.0
,"2001","2001","Richmond County, NY","36085",124,448961,27.6
,"2001","2001","Rockland County, NY","36087",76,290613,26.2
,"2001","2001","St. Lawrence County, NY","36089",71,111497,63.7
,"2001","2001","Saratoga County, NY","36091",92,203974,45.1
,"2001","2001","Schenectady County, NY","36093",71,146334,48.5
,"2001","2001","Schoharie County, NY","36095",29,31794,91.2
,"2001","2001","Schuyler County, NY","36097",11,19175,Unreliable
,"2001","2001","Seneca County, NY","36099",10,34764,Unreliable
,"2001","2001","Steuben County, NY","36101",68,99216,68.5
,"2001","2001","Suffolk County, NY","36103",460,1442488,31.9
,"2001","2001","Sullivan County, NY","36105",33,74143,44.5
,"2001","2001","Tioga County, NY","36107",28,51712,54.1
,"2001","2001","Tompkins County, NY","36109",23,97458,23.6
,"2001","2001","Ulster County, NY","36111",102,178440,57.2
,"2001","2001","Warren County, NY","36113",32,63406,50.5
,"2001","2001","Washington County, NY","36115",49,61142,80.1
,"2001","2001","Wayne County, NY","36117",52,93794,55.4
,"2001","2001","Westchester County, NY","36119",276,931577,29.6
,"2001","2001","Wyoming County, NY","36121",24,43061,55.7
,"2001","2001","Yates County, NY","36123",16,24725,Unreliable
,"2002","2002","Albany County, NY","36001",124,298283,41.6
,"2002","2002","Allegany County, NY","36003",31,50014,62.0
,"2002","2002","Bronx County, NY","36005",274,1358739,20.2
,"2002","2002","Broome County, NY","36007",101,201438,50.1
,"2002","2002","Cattaraugus County, NY","36009",45,83301,54.0
,"2002","2002","Cayuga County, NY","36011",64,81401,78.6
,"2002","2002","Chautauqua County, NY","36013",89,138346,64.3
,"2002","2002","Chemung County, NY","36015",60,90613,66.2
,"2002","2002","Chenango County, NY","36017",37,51205,72.3
,"2002","2002","Clinton County, NY","36019",41,80707,50.8
,"2002","2002","Columbia County, NY","36021",48,63182,76.0
,"2002","2002","Cortland County, NY","36023",28,48891,57.3
,"2002","2002","Delaware County, NY","36025",22,47666,46.2
,"2002","2002","Dutchess County, NY","36027",111,287700,38.6
,"2002","2002","Erie County, NY","36029",447,943551,47.4
,"2002","2002","Essex County, NY","36031",18,39195,Unreliable
,"2002","2002","Franklin County, NY","36033",28,50924,55.0
,"2002","2002","Fulton County, NY","36035",42,54988,76.4
,"2002","2002","Genesee County, NY","36037",26,60289,43.1
,"2002","2002","Greene County, NY","36039",28,48177,58.1
,"2002","2002","Herkimer County, NY","36043",23,63971,36.0
,"2002","2002","Jefferson County, NY","36045",47,111112,42.3
,"2002","2002","Kings County, NY","36047",426,2480559,17.2
,"2002","2002","Lewis County, NY","36049",16,26618,Unreliable
,"2002","2002","Livingston County, NY","36051",35,65118,53.7
,"2002","2002","Madison County, NY","36053",37,70261,52.7
,"2002","2002","Monroe County, NY","36055",263,741391,35.5
,"2002","2002","Montgomery County, NY","36057",27,49298,54.8
,"2002","2002","Nassau County, NY","36059",363,1339572,27.1
,"2002","2002","New York County, NY","36061",313,1555382,20.1
,"2002","2002","Niagara County, NY","36063",113,218127,51.8
,"2002","2002","Oneida County, NY","36065",135,234078,57.7
,"2002","2002","Onondaga County, NY","36067",211,459484,45.9
,"2002","2002","Ontario County, NY","36069",69,101763,67.8
,"2002","2002","Orange County, NY","36071",154,352975,43.6
,"2002","2002","Orleans County, NY","36073",19,43660,Unreliable
,"2002","2002","Oswego County, NY","36075",49,122496,40.0
,"2002","2002","Otsego County, NY","36077",38,62093,61.2
,"2002","2002","Putnam County, NY","36079",14,98263,Unreliable
,"2002","2002","Queens County, NY","36081",406,2224507,18.3
,"2002","2002","Rensselaer County, NY","36083",91,153040,59.5
,"2002","2002","Richmond County, NY","36085",152,452813,33.6
,"2002","2002","Rockland County, NY","36087",77,293728,26.2
,"2002","2002","St. Lawrence County, NY","36089",87,111292,78.2
,"2002","2002","Saratoga County, NY","36091",86,206446,41.7
,"2002","2002","Schenectady County, NY","36093",82,147199,55.7
,"2002","2002","Schoharie County, NY","36095",22,31785,69.2
,"2002","2002","Schuyler County, NY","36097",15,19179,Unreliable
,"2002","2002","Seneca County, NY","36099",19,35046,Unreliable
,"2002","2002","Steuben County, NY","36101",68,99583,68.3
,"2002","2002","Suffolk County, NY","36103",417,1456745,28.6
,"2002","2002","Sullivan County, NY","36105",41,74452,55.1
,"2002","2002","Tioga County, NY","36107",24,51992,46.2
,"2002","2002","Tompkins County, NY","36109",26,98227,26.5
,"2002","2002","Ulster County, NY","36111",77,180128,42.7
,"2002","2002","Warren County, NY","36113",25,63774,39.2
,"2002","2002","Washington County, NY","36115",34,61152,55.6
,"2002","2002","Wayne County, NY","36117",55,93735,58.7
,"2002","2002","Westchester County, NY","36119",274,935219,29.3
,"2002","2002","Wyoming County, NY","36121",22,43007,51.2
,"2003","2003","Albany County, NY","36001",128,301085,42.5
,"2003","2003","Allegany County, NY","36003",31,50165,61.8
,"2003","2003","Bronx County, NY","36005",298,1362373,21.9
,"2003","2003","Broome County, NY","36007",97,201037,48.2
,"2003","2003","Cattaraugus County, NY","36009",60,83335,72.0
,"2003","2003","Cayuga County, NY","36011",43,81395,52.8
,"2003","2003","Chautauqua County, NY","36013",83,137587,60.3
,"2003","2003","Chemung County, NY","36015",72,90154,79.9
,"2003","2003","Chenango County, NY","36017",23,51393,44.8
,"2003","2003","Clinton County, NY","36019",41,81396,50.4
,"2003","2003","Columbia County, NY","36021",41,63304,64.8
,"2003","2003","Cortland County, NY","36023",23,49475,46.5
,"2003","2003","Delaware County, NY","36025",27,47930,56.3
,"2003","2003","Dutchess County, NY","36027",101,290781,34.7
,"2003","2003","Erie County, NY","36029",394,941846,41.8
,"2003","2003","Essex County, NY","36031",26,39334,66.1
,"2003","2003","Franklin County, NY","36033",29,51228,56.6
,"2003","2003","Fulton County, NY","36035",37,55081,67.2
,"2003","2003","Genesee County, NY","36037",30,60412,49.7
,"2003","2003","Greene County, NY","36039",29,48416,59.9
,"2003","2003","Herkimer County, NY","36043",42,64080,65.5
,"2003","2003","Jefferson County, NY","36045",60,110246,54.4
,"2003","2003","Kings County, NY","36047",427,2472999,17.3
,"2003","2003","Livingston County, NY","36051",22,65130,33.8
,"2003","2003","Madison County, NY","36053",31,71010,43.7
,"2003","2003","Monroe County, NY","36055",225,741671,30.3
,"2003","2003","Montgomery County, NY","36057",24,49449,48.5
,"2003","2003","Nassau County, NY","36059",330,1339761,24.6
,"2003","2003","New York County, NY","36061",304,1562154,19.5
,"2003","2003","Niagara County, NY","36063",114,218072,52.3
,"2003","2003","Oneida County, NY","36065",126,234243,53.8
,"2003","2003","Onondaga County, NY","36067",207,460961,44.9
,"2003","2003","Ontario County, NY","36069",42,102625,40.9
,"2003","2003","Orange County, NY","36071",132,358727,36.8
,"2003","2003","Orleans County, NY","36073",16,43593,Unreliable
,"2003","2003","Oswego County, NY","36075",69,123120,56.0
,"2003","2003","Otsego County, NY","36077",45,62567,71.9
,"2003","2003","Putnam County, NY","36079",31,98964,31.3
,"2003","2003","Queens County, NY","36081",387,2214608,17.5
,"2003","2003","Rensselaer County, NY","36083",71,154201,46.0
,"2003","2003","Richmond County, NY","36085",139,455939,30.5
,"2003","2003","Rockland County, NY","36087",86,296224,29.0
,"2003","2003","St. Lawrence County, NY","36089",83,111329,74.6
,"2003","2003","Saratoga County, NY","36091",79,209410,37.7
,"2003","2003","Schenectady County, NY","36093",88,147891,59.5
,"2003","2003","Schoharie County, NY","36095",12,32032,Unreliable
,"2003","2003","Schuyler County, NY","36097",14,19151,Unreliable
,"2003","2003","Seneca County, NY","36099",13,35212,Unreliable
,"2003","2003","Steuben County, NY","36101",58,99191,58.5
,"2003","2003","Suffolk County, NY","36103",440,1470849,29.9
,"2003","2003","Sullivan County, NY","36105",40,75447,53.0
,"2003","2003","Tioga County, NY","36107",22,51895,42.4
,"2003","2003","Tompkins County, NY","36109",29,99049,29.3
,"2003","2003","Ulster County, NY","36111",77,180942,42.6
,"2003","2003","Warren County, NY","36113",34,64323,52.9
,"2003","2003","Washington County, NY","36115",40,61621,64.9
,"2003","2003","Wayne County, NY","36117",55,94001,58.5
,"2003","2003","Westchester County, NY","36119",287,935799,30.7
,"2003","2003","Yates County, NY","36123",18,24898,Unreliable
,"2004","2004","Albany County, NY","36001",121,302173,40.0
,"2004","2004","Allegany County, NY","36003",24,50311,47.7
,"2004","2004","Bronx County, NY","36005",321,1358963,23.6
,"2004","2004","Broome County, NY","36007",111,200974,55.2
,"2004","2004","Cattaraugus County, NY","36009",61,82864,73.6
,"2004","2004","Cayuga County, NY","36011",56,81284,68.9
,"2004","2004","Chautauqua County, NY","36013",87,137174,63.4
,"2004","2004","Chemung County, NY","36015",65,89777,72.4
,"2004","2004","Chenango County, NY","36017",28,51297,54.6
,"2004","2004","Clinton County, NY","36019",36,81803,44.0
,"2004","2004","Columbia County, NY","36021",31,63646,48.7
,"2004","2004","Cortland County, NY","36023",26,49628,52.4
,"2004","2004","Delaware County, NY","36025",15,48283,Unreliable
,"2004","2004","Dutchess County, NY","36027",109,292859,37.2
,"2004","2004","Erie County, NY","36029",402,938333,42.8
,"2004","2004","Essex County, NY","36031",28,39295,71.3
,"2004","2004","Franklin County, NY","36033",24,51197,46.9
,"2004","2004","Fulton County, NY","36035",47,55233,85.1
,"2004","2004","Genesee County, NY","36037",27,60224,44.8
,"2004","2004","Greene County, NY","36039",27,48755,55.4
,"2004","2004","Herkimer County, NY","36043",49,64332,76.2
,"2004","2004","Jefferson County, NY","36045",68,109924,61.9
,"2004","2004","Kings County, NY","36047",431,2459094,17.5
,"2004","2004","Lewis County, NY","36049",14,26661,Unreliable
,"2004","2004","Livingston County, NY","36051",31,65484,47.3
,"2004","2004","Madison County, NY","36053",43,71397,60.2
,"2004","2004","Monroe County, NY","36055",229,741075,30.9
,"2004","2004","Montgomery County, NY","36057",26,49460,52.6
,"2004","2004","Nassau County, NY","36059",326,1337964,24.4
,"2004","2004","New York County, NY","36061",325,1569947,20.7
,"2004","2004","Niagara County, NY","36063",128,217737,58.8
,"2004","2004","Oneida County, NY","36065",128,234654,54.5
,"2004","2004","Onondaga County, NY","36067",225,461412,48.8
,"2004","2004","Ontario County, NY","36069",53,103385,51.3
,"2004","2004","Orange County, NY","36071",152,362934,41.9
,"2004","2004","Orleans County, NY","36073",15,43682,Unreliable
,"2004","2004","Oswego County, NY","36075",59,123340,47.8
,"2004","2004","Otsego County, NY","36077",34,62934,54.0
,"2004","2004","Putnam County, NY","36079",21,99468,21.1
,"2004","2004","Queens County, NY","36081",380,2198516,17.3
,"2004","2004","Rensselaer County, NY","36083",78,155523,50.2
,"2004","2004","Richmond County, NY","36085",132,456846,28.9
,"2004","2004","Rockland County, NY","36087",91,297562,30.6
,"2004","2004","St. Lawrence County, NY","36089",86,111468,77.2
,"2004","2004","Saratoga County, NY","36091",92,211478,43.5
,"2004","2004","Schenectady County, NY","36093",80,148900,53.7
,"2004","2004","Schoharie County, NY","36095",21,32310,65.0
,"2004","2004","Seneca County, NY","36099",17,35312,Unreliable
,"2004","2004","Steuben County, NY","36101",67,98983,67.7
,"2004","2004","Suffolk County, NY","36103",415,1478215,28.1
,"2004","2004","Sullivan County, NY","36105",36,76265,47.2
,"2004","2004","Tioga County, NY","36107",28,51631,54.2
,"2004","2004","Tompkins County, NY","36109",25,99531,25.1
,"2004","2004","Ulster County, NY","36111",95,181847,52.2
,"2004","2004","Warren County, NY","36113",31,64576,48.0
,"2004","2004","Washington County, NY","36115",47,62278,75.5
,"2004","2004","Wayne County, NY","36117",49,93860,52.2
,"2004","2004","Westchester County, NY","36119",256,935457,27.4
,"2004","2004","Wyoming County, NY","36121",17,42852,Unreliable
,"2004","2004","Yates County, NY","36123",16,25008,Unreliable
,"2005","2005","Albany County, NY","36001",138,302791,45.6
,"2005","2005","Allegany County, NY","36003",38,49768,76.4
,"2005","2005","Bronx County, NY","36005",295,1351736,21.8
,"2005","2005","Broome County, NY","36007",108,200477,53.9
,"2005","2005","Cattaraugus County, NY","36009",75,82039,91.4
,"2005","2005","Cayuga County, NY","36011",45,81104,55.5
,"2005","2005","Chautauqua County, NY","36013",101,136139,74.2
,"2005","2005","Chemung County, NY","36015",75,88860,84.4
,"2005","2005","Chenango County, NY","36017",25,51154,48.9
,"2005","2005","Clinton County, NY","36019",48,82233,58.4
,"2005","2005","Columbia County, NY","36021",38,63717,59.6
,"2005","2005","Cortland County, NY","36023",28,49330,56.8
,"2005","2005","Delaware County, NY","36025",26,48377,53.7
,"2005","2005","Dutchess County, NY","36027",99,294362,33.6
,"2005","2005","Erie County, NY","36029",438,931745,47.0
,"2005","2005","Essex County, NY","36031",23,39321,58.5
,"2005","2005","Franklin County, NY","36033",17,51257,Unreliable
,"2005","2005","Fulton County, NY","36035",42,55301,75.9
,"2005","2005","Genesee County, NY","36037",28,60068,46.6
,"2005","2005","Greene County, NY","36039",24,49142,48.8
,"2005","2005","Herkimer County, NY","36043",30,64292,46.7
,"2005","2005","Jefferson County, NY","36045",66,113486,58.2
,"2005","2005","Kings County, NY","36047",381,2445809,15.6
,"2005","2005","Lewis County, NY","36049",12,26773,Unreliable
,"2005","2005","Livingston County, NY","36051",39,65322,59.7
,"2005","2005","Madison County, NY","36053",44,71471,61.6
,"2005","2005","Monroe County, NY","36055",262,738506,35.5
,"2005","2005","Montgomery County, NY","36057",31,49505,62.6
,"2005","2005","Nassau County, NY","36059",322,1332318,24.2
,"2005","2005","New York County, NY","36061",325,1573573,20.7
,"2005","2005","Niagara County, NY","36063",108,216818,49.8
,"2005","2005","Oneida County, NY","36065",131,234282,55.9
,"2005","2005","Onondaga County, NY","36067",209,460910,45.3
,"2005","2005","Ontario County, NY","36069",40,104259,38.4
,"2005","2005","Orange County, NY","36071",135,364522,37.0
,"2005","2005","Orleans County, NY","36073",25,43475,57.5
,"2005","2005","Oswego County, NY","36075",70,122640,57.1
,"2005","2005","Otsego County, NY","36077",44,63069,69.8
,"2005","2005","Putnam County, NY","36079",22,99575,22.1
,"2005","2005","Queens County, NY","36081",374,2185222,17.1
,"2005","2005","Rensselaer County, NY","36083",92,156104,58.9
,"2005","2005","Richmond County, NY","36085",110,457028,24.1
,"2005","2005","Rockland County, NY","36087",72,298737,24.1
,"2005","2005","St. Lawrence County, NY","36089",87,111606,78.0
,"2005","2005","Saratoga County, NY","36091",88,212975,41.3
,"2005","2005","Schenectady County, NY","36093",77,150200,51.3
,"2005","2005","Schoharie County, NY","36095",19,32534,Unreliable
,"2005","2005","Schuyler County, NY","36097",14,18880,Unreliable
,"2005","2005","Seneca County, NY","36099",17,35177,Unreliable
,"2005","2005","Steuben County, NY","36101",50,98868,50.6
,"2005","2005","Suffolk County, NY","36103",459,1477687,31.1
,"2005","2005","Sullivan County, NY","36105",31,76780,40.4
,"2005","2005","Tioga County, NY","36107",31,51611,60.1
,"2005","2005","Tompkins County, NY","36109",35,99433,35.2
,"2005","2005","Ulster County, NY","36111",99,182438,54.3
,"2005","2005","Warren County, NY","36113",36,65206,55.2
,"2005","2005","Washington County, NY","36115",44,62468,70.4
,"2005","2005","Wayne County, NY","36117",43,93727,45.9
,"2005","2005","Westchester County, NY","36119",297,933401,31.8
,"2005","2005","Wyoming County, NY","36121",26,42780,60.8
,"2005","2005","Yates County, NY","36123",13,25129,Unreliable
,"2006","2006","Albany County, NY","36001",121,303997,39.8
,"2006","2006","Allegany County, NY","36003",37,49359,75.0
,"2006","2006","Bronx County, NY","36005",254,1348164,18.8
,"2006","2006","Broome County, NY","36007",98,200905,48.8
,"2006","2006","Cattaraugus County, NY","36009",57,81342,70.1
,"2006","2006","Cayuga County, NY","36011",46,80892,56.9
,"2006","2006","Chautauqua County, NY","36013",102,135640,75.2
,"2006","2006","Chemung County, NY","36015",49,88732,55.2
,"2006","2006","Chenango County, NY","36017",11,51391,Unreliable
,"2006","2006","Clinton County, NY","36019",27,82547,32.7
,"2006","2006","Columbia County, NY","36021",35,63427,55.2
,"2006","2006","Cortland County, NY","36023",28,49449,56.6
,"2006","2006","Delaware County, NY","36025",32,48271,66.3
,"2006","2006","Dutchess County, NY","36027",109,294712,37.0
,"2006","2006","Erie County, NY","36029",426,925564,46.0
,"2006","2006","Essex County, NY","36031",19,39490,Unreliable
,"2006","2006","Franklin County, NY","36033",31,51511,60.2
,"2006","2006","Fulton County, NY","36035",39,55328,70.5
,"2006","2006","Genesee County, NY","36037",25,59919,41.7
,"2006","2006","Greene County, NY","36039",26,49513,52.5
,"2006","2006","Herkimer County, NY","36043",42,64029,65.6
,"2006","2006","Jefferson County, NY","36045",61,113650,53.7
,"2006","2006","Kings County, NY","36047",335,2436132,13.8
,"2006","2006","Lewis County, NY","36049",16,27001,Unreliable
,"2006","2006","Livingston County, NY","36051",30,65357,45.9
,"2006","2006","Madison County, NY","36053",41,72042,56.9
,"2006","2006","Monroe County, NY","36055",231,738329,31.3
,"2006","2006","Montgomery County, NY","36057",29,49724,58.3
,"2006","2006","Nassau County, NY","36059",321,1324905,24.2
,"2006","2006","New York County, NY","36061",280,1578171,17.7
,"2006","2006","Niagara County, NY","36063",128,216148,59.2
,"2006","2006","Oneida County, NY","36065",125,234229,53.4
,"2006","2006","Onondaga County, NY","36067",211,460925,45.8
,"2006","2006","Ontario County, NY","36069",42,104644,40.1
,"2006","2006","Orange County, NY","36071",107,366908,29.2
,"2006","2006","Orleans County, NY","36073",16,43420,Unreliable
,"2006","2006","Oswego County, NY","36075",65,122354,53.1
,"2006","2006","Otsego County, NY","36077",40,63032,63.5
,"2006","2006","Putnam County, NY","36079",21,99357,21.1
,"2006","2006","Queens County, NY","36081",362,2173862,16.7
,"2006","2006","Rensselaer County, NY","36083",89,157312,56.6
,"2006","2006","Richmond County, NY","36085",91,457577,19.9
,"2006","2006","Rockland County, NY","36087",80,299390,26.7
,"2006","2006","St. Lawrence County, NY","36089",70,111556,62.7
,"2006","2006","Saratoga County, NY","36091",89,214627,41.5
,"2006","2006","Schenectady County, NY","36093",73,151768,48.1
,"2006","2006","Schoharie County, NY","36095",17,32661,Unreliable
,"2006","2006","Seneca County, NY","36099",18,35223,Unreliable
,"2006","2006","Steuben County, NY","36101",59,98473,59.9
,"2006","2006","Suffolk County, NY","36103",430,1475626,29.1
,"2006","2006","Sullivan County, NY","36105",38,77231,49.2
,"2006","2006","Tioga County, NY","36107",25,51536,48.5
,"2006","2006","Tompkins County, NY","36109",23,99651,23.1
